name,first_name,last_name,price,above_100
Victoria Walker,Victoria,Walker,283.1492381,true
Cathy Carney,Cathy,Carney,266.44306780000005,true
John Gibbs,John,Gibbs,218.5275094,true
Angela Torres,Angela,Torres,198.8912726,true
Harold Glover,Harold,Glover,164.159322,true
Dawn Myers,Dawn,Myers,126.86323700000001,true
Ashley Spencer,Ashley,Spencer,199.2922136,true
Mary Walters,Mary,Walters,134.0861345,true
Christina Davenport,Christina,Davenport,140.0786431,true
Brian Johnson,Brian,Johnson,106.23431570000001,true
Crystal Contreras,Crystal,Contreras,209.89391809999998,true
Tanya Turner,Tanya,Turner,232.36077590000002,true
Katelyn Durham,Katelyn,Durham,34.86538887,
Nathaniel Wilson,Nathaniel,Wilson,233.23459559999998,true
Joseph Long,Joseph,Long,76.06925903,
Mallory Hall,Mallory,Hall,293.5445425,true
Bianca Chavez,Bianca,Chavez,244.5409595,true
Victoria Strickland,Victoria,Strickland,226.78696000000002,true
Scott Jackson,Scott,Jackson,44.25908098,
Patrick Smith,Patrick,Smith,186.583267,true
Samuel West,Samuel,West,239.88422549999999,true
Dr. Brian Baker,Brian,Baker,225.969486,true
Haley Baldwin,Haley,Baldwin,168.18906850000002,true
Joanna Fernandez,Joanna,Fernandez,40.50912655,
Jeffrey Berg,Jeffrey,Berg,36.85605931,
Alexander Wilson,Alexander,Wilson,255.14501769999995,true
David Fuller,David,Fuller,263.545785,true
Laura Kramer,Laura,Kramer,178.29399990000002,true
Melinda Lambert,Melinda,Lambert,113.69536090000001,true
April Cole,April,Cole,157.75906640000002,true
Jill Thornton,Jill,Thornton,167.46815469999999,true
Holly Riley,Holly,Riley,204.6273975,true
Beth Kim,Beth,Kim,11.01260527,
Kelly Thomas,Kelly,Thomas,251.9575295,true
Teresa James,Teresa,James,119.05983329999998,true
Jasmine Johnson,Jasmine,Johnson,168.5359222,true
Brian Wood,Brian,Wood,249.08314840000003,true
Deborah Estes,Deborah,Estes,181.1243035,true
Jeremy Knight,Jeremy,Knight,267.9077519,true
Abigail Mccoy,Abigail,Mccoy,71.79365804,
Chad Sellers,Chad,Sellers,114.2708631,true
James Terry,James,Terry,280.16201980000005,true
Rachael Watson,Rachael,Watson,46.35207578,
Jeffrey Poole,Jeffrey,Poole,61.75679399999999,
Matthew Salazar,Matthew,Salazar,99.92305376,
Christopher Small,Christopher,Small,94.26105369,
Noah Smith,Noah,Smith,239.63473969999998,true
Steven Mack,Steven,Mack,39.00781023,
Casey Castillo,Casey,Castillo,272.1400411,true
Rachel Poole,Rachel,Poole,283.7765656,true
Karen Sutton,Karen,Sutton,140.55029330000002,true
John Martinez,John,Martinez,289.2606726,true
Michele Harrington,Michele,Harrington,3.997445113,
Cheyenne Brown,Cheyenne,Brown,253.1142817,true
David Turner,David,Turner,121.41753600000001,true
Brian Carter,Brian,Carter,78.81410568,
Sheena Ward,Sheena,Ward,292.817983,true
Anthony Carson,Anthony,Carson,218.77349469999996,true
Janet Zavala,Janet,Zavala,17.08133565,
Cynthia Smith,Cynthia,Smith,8.747993771,
Carla Cannon,Carla,Cannon,288.18842689999997,true
Lacey Lopez,Lacey,Lopez,278.1729299,true
Amy Copeland,Amy,Copeland,269.0103495,true
Kristin Jacobs,Kristin,Jacobs,11.69491035,
Antonio Ferguson,Antonio,Ferguson,297.3314003,true
Isabella Bush DDS,Isabella,DDS,264.98467,true
James Davidson,James,Davidson,264.8193048,true
Holly Mendoza,Holly,Mendoza,54.44607070000001,
Jordan Lopez,Jordan,Lopez,66.64716665,
Antonio Ryan,Antonio,Ryan,95.58598206,
Raymond Ware,Raymond,Ware,232.50519900000003,true
Alexander Stafford,Alexander,Stafford,201.51424419999998,true
Kevin Clayton,Kevin,Clayton,73.98622457,
Kristen Rice,Kristen,Rice,160.9482014,true
Joseph Moore,Joseph,Moore,123.33708689999999,true
Bryan Riley,Bryan,Riley,103.9286567,true
Diana Flores,Diana,Flores,143.13721569999998,true
Kathryn Lawrence MD,Kathryn,MD,78.31057308,
Deanna Smith,Deanna,Smith,249.6006637,true
Nancy Miller,Nancy,Miller,3.869209803,
David Horton,David,Horton,34.62084961,
Zachary Esparza,Zachary,Esparza,71.18403611,
Victoria Moreno,Victoria,Moreno,255.7125246,true
Douglas Skinner,Douglas,Skinner,275.562885,true
Timothy Spencer,Timothy,Spencer,115.2203169,true
Daniel Oconnor,Daniel,Oconnor,210.48078790000002,true
Ryan Fitzgerald,Ryan,Fitzgerald,158.7712643,true
Natalie Martinez,Natalie,Martinez,136.0759177,true
Joyce Hayes,Joyce,Hayes,9.323647262,
Amber Morris,Amber,Morris,89.45784699,
Tiffany Jackson,Tiffany,Jackson,33.51449337,
Tiffany Vasquez,Tiffany,Vasquez,253.20256,true
John Douglas,John,Douglas,166.2967286,true
William Reed,William,Reed,215.30551490000002,true
Nicole James,Nicole,James,141.1921941,true
Mrs. Danielle Miller,s.,Miller,141.0542037,true
Sarah Miller,Sarah,Miller,22.37833918,
John Morrison,John,Morrison,252.16543149999998,true
Sarah Coleman,Sarah,Coleman,137.2229765,true
Daniel Smith,Daniel,Smith,49.99955025,
Kurt Butler,Kurt,Butler,93.24935853,
Cody Becker,Cody,Becker,248.4317247,true
Miss Molly Miller,Molly,Miller,210.3994579,true
Craig Bailey,Craig,Bailey,102.1427287,true
Derrick Campbell,Derrick,Campbell,159.40481259999999,true
Jennifer Ibarra,Jennifer,Ibarra,169.3222197,true
Timothy Black,Timothy,Black,160.4213892,true
Shawn Blanchard,Shawn,Blanchard,159.5561394,true
Brian Johnson,Brian,Johnson,95.74294191,
Patricia Gray,Patricia,Gray,122.90082360000001,true
James White,James,White,124.1837338,true
William Smith,William,Smith,115.48350079999999,true
Mrs. Hannah Cummings,s.,Cummings,206.37937780000001,true
Philip Mills,Philip,Mills,149.76905730000001,true
Emily Berry,Emily,Berry,194.8537868,true
Casey Coffey,Casey,Coffey,173.0530825,true
Regina Johnson,Regina,Johnson,1.3662002219999998,
Steven Waters,Steven,Waters,159.0953606,true
Joshua Gonzalez,Joshua,Gonzalez,193.4520864,true
Kimberly Green,Kimberly,Green,240.8174556,true
Thomas Nelson DDS,Thomas,DDS,188.2214297,true
Robert Rivera DVM,Robert,DVM,252.7137124,true
Miss Michelle Lewis,Michelle,Lewis,219.5320111,true
Linda Barajas,Linda,Barajas,126.6695321,true
Amber Jensen,Amber,Jensen,87.74180917,
John Owens,John,Owens,240.6708452,true
Elizabeth Benitez,Elizabeth,Benitez,22.97631526,
Sarah Smith,Sarah,Smith,54.02302876,
Jonathan Hernandez,Jonathan,Hernandez,113.6405881,true
Benjamin Stevens,Benjamin,Stevens,241.9631335,true
Isaac Roth,Isaac,Roth,64.00283561,
Lauren Smith,Lauren,Smith,191.044241,true
Nicole Duffy MD,Nicole,MD,169.92210559999998,true
Emily Vega,Emily,Vega,102.1788734,true
Jesse Stone,Jesse,Stone,99.13220181,
Nancy Lucas,Nancy,Lucas,277.221375,true
Thomas Horne,Thomas,Horne,285.5453065,true
Jo Humphrey,Jo,Humphrey,280.76760319999994,true
Nicholas Marquez,Nicholas,Marquez,247.28068990000003,true
Cathy Todd,Cathy,Todd,23.32822158,
Vicki Harmon,Vicki,Harmon,155.3649927,true
Brent Lloyd,Brent,Lloyd,74.12808307,
Jonathan Hill,Jonathan,Hill,64.18574136,
Timothy Kelly,Timothy,Kelly,106.2473392,true
Donna Martinez,Donna,Martinez,26.68721252,
Tammy Miles,Tammy,Miles,134.7480083,true
Stephen Fields,Stephen,Fields,270.26370160000005,true
Paige Kemp,Paige,Kemp,132.6889381,true
Hannah Myers,Hannah,Myers,97.02475645,
Tanya Garcia,Tanya,Garcia,65.80094229,
Elizabeth Moody,Elizabeth,Moody,224.69178369999997,true
Christina Murray,Christina,Murray,178.7962602,true
Emma Berry,Emma,Berry,265.2866914,true
Rebecca Santos,Rebecca,Santos,40.21365447,
Tammy Williams,Tammy,Williams,113.8258857,true
Lauren Zimmerman DDS,Lauren,DDS,24.09907887,
Amy Reed,Amy,Reed,291.715691,true
Peter Holland,Peter,Holland,39.10990181,
Stephen Martinez,Stephen,Martinez,5.998153471,
Evan Martinez,Evan,Martinez,71.83961188,
Stephanie Smith,Stephanie,Smith,184.314629,true
Robert Schultz,Robert,Schultz,79.44358021,
Steven Price,Steven,Price,249.5073848,true
William Park,William,Park,150.5623351,true
Cole Butler,Cole,Butler,257.9254795,true
Jessica Prince,Jessica,Prince,199.1027248,true
Brian Smith,Brian,Smith,269.7331691,true
Mark Ortiz,Mark,Ortiz,64.53490182,
Shane Garcia,Shane,Garcia,232.92267900000002,true
Tammy Lowe,Tammy,Lowe,163.49584119999997,true
Bonnie Parsons,Bonnie,Parsons,120.82401019999999,true
Christopher Gross,Christopher,Gross,190.48507519999998,true
Jason Hawkins,Jason,Hawkins,281.2010935,true
Diane Lee,Diane,Lee,190.3914018,true
Jeffrey Rodriguez,Jeffrey,Rodriguez,171.7063904,true
Destiny Thompson,Destiny,Thompson,69.95080058,
Carol Johnston,Carol,Johnston,20.22996482,
Catherine Cline,Catherine,Cline,196.00195119999998,true
Joseph Bond,Joseph,Bond,213.45086580000003,true
Whitney Russell,Whitney,Russell,93.70821741,
Joseph Brown,Joseph,Brown,177.5369542,true
Andrea Cherry,Andrea,Cherry,218.9439696,true
Ronnie James,Ronnie,James,11.30319991,
Jesse Wagner,Jesse,Wagner,105.0391223,true
Jennifer Johnson,Jennifer,Johnson,25.24601464,
Christina Miller,Christina,Miller,23.52475039,
Amy Collins,Amy,Collins,216.30603050000002,true
Nathaniel Curtis,Nathaniel,Curtis,180.00978500000002,true
Joann Patel,Joann,Patel,226.8922119,true
Daniel Gonzalez,Daniel,Gonzalez,296.96396880000003,true
Donna Harris,Donna,Harris,112.1535852,true
Patricia Gomez,Patricia,Gomez,61.97861251,
Christopher Douglas,Christopher,Douglas,108.56704380000001,true
Thomas Glover,Thomas,Glover,192.67497969999997,true
Ryan Fischer,Ryan,Fischer,176.88114480000002,true
Briana Turner,Briana,Turner,77.99745823,
Patrick Williams,Patrick,Williams,205.5282628,true
Kathryn Morris,Kathryn,Morris,258.3381969,true
Jonathan Henry,Jonathan,Henry,216.6217318,true
Jonathan Navarro,Jonathan,Navarro,207.5050139,true
Steven Ryan,Steven,Ryan,98.03488481,
Matthew Rodriguez,Matthew,Rodriguez,194.1558586,true
Laurie Stewart,Laurie,Stewart,243.6585038,true
Joseph Ramirez,Joseph,Ramirez,208.5389863,true
Eric Harris,Eric,Harris,215.30274480000003,true
Amy Townsend,Amy,Townsend,89.62083691,
Jeffrey Gutierrez,Jeffrey,Gutierrez,91.68831326,
Kenneth Zimmerman,Kenneth,Zimmerman,227.64971430000003,true
Jonathan Guerrero,Jonathan,Guerrero,20.03177994,
James Thomas,James,Thomas,81.77643056,
James Bradshaw,James,Bradshaw,233.69041319999997,true
Edgar Moreno,Edgar,Moreno,279.0886499,true
Margaret Roberts,Margaret,Roberts,119.90294490000001,true
Mary Gonzales,Mary,Gonzales,5.041468474,
Deborah Ortiz,Deborah,Ortiz,251.11959480000004,true
Jesse Thomas,Jesse,Thomas,23.19440916,
Taylor Torres,Taylor,Torres,114.30621699999999,true
Jennifer Sampson,Jennifer,Sampson,134.95509980000003,true
Jennifer Shaffer,Jennifer,Shaffer,139.3268183,true
Melanie Griffith,Melanie,Griffith,97.98733229,
Michelle May,Michelle,May,151.01336750000002,true
Lori Morales,Lori,Morales,15.93710006,
Alexandra Shelton,Alexandra,Shelton,205.1698084,true
Carl Gonzalez,Carl,Gonzalez,161.5347512,true
Maria Miller,Maria,Miller,241.29117290000002,true
Chad Kelly,Chad,Kelly,273.3206706,true
Eileen Davis,Eileen,Davis,55.99921219,
Jacob White,Jacob,White,176.3832715,true
Tony Howard,Tony,Howard,56.29751552,
Randy Franklin,Randy,Franklin,10.70092932,
Taylor Davidson,Taylor,Davidson,164.23495259999999,true
Nicole Rivas,Nicole,Rivas,283.34342539999994,true
Daniel Martinez,Daniel,Martinez,82.42854517,
Theresa Potter,Theresa,Potter,63.49315896,
William Kerr,William,Kerr,193.1528858,true
Erin Anderson,Erin,Anderson,145.1617851,true
Carlos Sawyer,Carlos,Sawyer,91.16472066,
Steven Reyes,Steven,Reyes,90.51351057,
Robert Johnson,Robert,Johnson,151.34255,true
John Kelley,John,Kelley,264.1445291,true
Melissa Franklin,Melissa,Franklin,154.5602915,true
Travis Davis,Travis,Davis,288.2220857,true
Adam Bailey,Adam,Bailey,42.6613963,
Crystal Peterson,Crystal,Peterson,171.6499461,true
David Anderson,David,Anderson,131.2363431,true
David Allen III,David,III,100.869253,true
Jose Mitchell,Jose,Mitchell,219.37020269999996,true
Harry Miller,Harry,Miller,258.86409100000003,true
Jay Smith,Jay,Smith,174.5402259,true
David Spence,David,Spence,39.44159283,
Alicia Young,Alicia,Young,49.05124089,
Gregory Cooper,Gregory,Cooper,84.87613039,
Michelle Brown,Michelle,Brown,299.6697558,true
Melissa Johnson,Melissa,Johnson,54.77661634,
Robert Hunter,Robert,Hunter,233.2112326,true
Ellen Montes,Ellen,Montes,114.65876270000001,true
Madeline Terry,Madeline,Terry,143.0680216,true
Gregory Mclean,Gregory,Mclean,100.14166440000001,true
Rebekah Fischer,Rebekah,Fischer,35.84139135,
Wendy Sexton,Wendy,Sexton,104.2529105,true
Angela Spencer,Angela,Spencer,130.0368995,true
Brent Richards,Brent,Richards,287.8512449,true
Christina Price,Christina,Price,220.4715324,true
Christopher Kim,Christopher,Kim,268.09408140000005,true
Kristie White,Kristie,White,3.731188383,
Eric Anderson,Eric,Anderson,151.16942980000002,true
Patrick Moran,Patrick,Moran,202.9421153,true
Kimberly Dillon,Kimberly,Dillon,148.7636914,true
Michael Morris,Michael,Morris,186.2739438,true
Stephanie Garcia,Stephanie,Garcia,135.3374805,true
Amber Randall,Amber,Randall,161.7867294,true
Matthew Morris,Matthew,Morris,177.4675144,true
Brandon Henry,Brandon,Henry,189.2640002,true
Elizabeth Jones,Elizabeth,Jones,1.721334549,
Manuel Reyes,Manuel,Reyes,56.11399451,
Cindy Blackburn,Cindy,Blackburn,277.31166410000003,true
Mindy Valentine,Mindy,Valentine,296.0404881,true
Mary Stevenson,Mary,Stevenson,54.15138665,
Emma Beltran,Emma,Beltran,280.6140783,true
Matthew Jacobson,Matthew,Jacobson,234.47557430000003,true
Paul Phillips,Paul,Phillips,52.38933174,
James Porter,James,Porter,167.69163369999998,true
David Harrison,David,Harrison,216.557277,true
Tara Davidson,Tara,Davidson,177.5977319,true
Donna Kelly,Donna,Kelly,235.9643853,true
Renee Mayer,Renee,Mayer,29.66478775,
Victor Davis,Victor,Davis,292.350032,true
Marc Abbott,Marc,Abbott,144.0427399,true
Kevin Flores,Kevin,Flores,2.04595842,
Sarah Mayo,Sarah,Mayo,243.1576185,true
Anthony Morgan,Anthony,Morgan,74.4186564,
Sarah Wong,Sarah,Wong,22.83835501,
Tanya Martinez,Tanya,Martinez,226.35181260000002,true
Jacob Lewis,Jacob,Lewis,177.8268318,true
Valerie Spencer,Valerie,Spencer,110.11507549999999,true
Kelly Drake,Kelly,ake,223.7749938,true
Zachary Foster,Zachary,Foster,256.8934808,true
Susan Summers,Susan,Summers,203.44461299999998,true
Stacy Jones,Stacy,Jones,282.2103928,true
Alicia Roberts,Alicia,Roberts,115.3415793,true
Charlene Patterson,Charlene,Patterson,231.5902435,true
Mike Hudson,Mike,Hudson,90.77833228,
Nichole Murray,Nichole,Murray,257.21258819999997,true
Anthony Robinson,Anthony,Robinson,174.6749074,true
Andrew Sutton,Andrew,Sutton,55.09426008,
John Munoz,John,Munoz,10.76162589,
Antonio Gray,Antonio,Gray,254.19897650000001,true
Mallory Bright,Mallory,Bright,17.36455275,
Zachary Johnson,Zachary,Johnson,164.0094798,true
Scott Zimmerman,Scott,Zimmerman,210.83596310000001,true
Nicolas Myers,Nicolas,Myers,191.5740332,true
Dakota Silva,Dakota,Silva,0.20198314899999997,
Cynthia Crawford,Cynthia,Crawford,138.58520880000003,true
Larry Smith,Larry,Smith,203.4597291,true
Victoria Hoover,Victoria,Hoover,49.76932196,
Carl Shannon,Carl,Shannon,75.01050543,
Melissa Hardy,Melissa,Hardy,57.46719339,
Carolyn Smith,Carolyn,Smith,217.4986594,true
Austin Washington,Austin,Washington,123.73567290000001,true
Jacob Spencer MD,Jacob,MD,194.4500649,true
Earl Jackson,Earl,Jackson,146.43817109999998,true
Nicole Simmons,Nicole,Simmons,100.4466707,true
Phillip Hurst,Phillip,Hurst,70.27347634,
Hailey Robbins,Hailey,Robbins,189.14714569999998,true
James Taylor,James,Taylor,223.40336040000003,true
Andrea Figueroa,Andrea,Figueroa,35.46449803,
Cassandra Moreno,Cassandra,Moreno,75.31803377,
Gregory Pacheco,Gregory,Pacheco,30.78269568,
Shawn Shelton,Shawn,Shelton,104.02267990000001,true
Nicole Huerta,Nicole,Huerta,147.54060869999998,true
Matthew Hoffman,Matthew,Hoffman,111.3375618,true
Barbara Hudson,Barbara,Hudson,224.3202579,true
Sandra Francis,Sandra,Francis,62.57524548,
Rebecca Ray,Rebecca,Ray,32.48419802,
Tammy Simpson,Tammy,Simpson,221.5414938,true
Kyle Clark,Kyle,Clark,223.5738109,true
Sherry Peterson,Sherry,Peterson,9.233781216,
Kyle Howard,Kyle,Howard,22.36013288,
David Warren,David,Warren,23.00435965,
Brandon Townsend,Brandon,Townsend,189.241167,true
Christopher Ellis,Christopher,Ellis,60.92041242,
Renee Mccall,Renee,Mccall,172.0025631,true
Nicole Valdez,Nicole,Valdez,202.1051001,true
Austin Bird,Austin,Bird,97.14819318,
Matthew Oliver,Matthew,Oliver,190.7738661,true
Adam Morrison,Adam,Morrison,122.6423047,true
Kenneth Koch,Kenneth,Koch,223.4597055,true
Roger Maddox,Roger,Maddox,192.80488380000003,true
Michael Harris,Michael,Harris,275.0959548,true
Devon Levy,Devon,Levy,179.3498945,true
Alison Wright,Alison,Wright,67.79896598,
Jennifer Jones,Jennifer,Jones,69.16425394,
Alexandra Rosales,Alexandra,Rosales,275.3449131,true
Erika Wood,Erika,Wood,172.3448064,true
Kristen Dyer,Kristen,Dyer,143.7169829,true
Kristin Higgins,Kristin,Higgins,66.99301038,
Adrian Martin,Adrian,Martin,10.51365519,
Joshua Hunter,Joshua,Hunter,126.45939750000001,true
Cindy Wells,Cindy,Wells,2.8232786489999997,
Meredith Shepherd,Meredith,Shepherd,15.39256238,
Paula Jackson,Paula,Jackson,95.28470547,
Jacob Woodard,Jacob,Woodard,36.91770874,
Michael Hill,Michael,Hill,51.00126609,
Maureen Miller,Maureen,Miller,143.5552728,true
Pamela Brandt,Pamela,Brandt,117.34527879999999,true
Matthew Rojas Jr.,Matthew,Jr.,32.561464799999996,
Lawrence Jordan,Lawrence,Jordan,131.5622718,true
Travis Coleman,Travis,Coleman,267.9348767,true
Tina Lopez,Tina,Lopez,161.5034811,true
Joseph Armstrong,Joseph,Armstrong,197.555798,true
Kayla Sellers,Kayla,Sellers,165.072789,true
Michael Rogers,Michael,Rogers,65.74618064,
Tiffany Fitzpatrick,Tiffany,Fitzpatrick,70.01378574,
Sierra Warren,Sierra,Warren,82.47716939,
Patricia Martinez,Patricia,Martinez,21.04160853,
Gregory Castillo,Gregory,Castillo,3.0067140739999996,
Gilbert Johnson,Gilbert,Johnson,232.51058390000003,true
Bryan Gutierrez,Bryan,Gutierrez,233.185948,true
Yvonne Murphy,Yvonne,Murphy,130.79814270000003,true
Austin Patel,Austin,Patel,147.7426209,true
Ronald Lopez,Ronald,Lopez,179.1161889,true
Terry Fowler,Terry,Fowler,295.92013010000005,true
Holly Lara,Holly,Lara,181.4214635,true
Cody Hayden,Cody,Hayden,228.62703019999998,true
Veronica Bradford,Veronica,Bradford,29.71309581,
Sylvia Moon,Sylvia,Moon,57.43043383,
Sharon Young,Sharon,Young,212.154593,true
Jeffery Wilson,Jeffery,Wilson,214.1345719,true
Tammy Cooper,Tammy,Cooper,215.1947063,true
Jessica Gardner,Jessica,Gardner,282.8657889,true
Mr. Matthew Roman,Matthew,Roman,106.933484,true
Sharon Frazier,Sharon,Frazier,145.3813435,true
James Gonzalez,James,Gonzalez,262.38815980000004,true
Tracy Mcmillan,Tracy,Mcmillan,53.15386877,
Peter Schultz,Peter,Schultz,64.90524813,
Jenna Ayala,Jenna,Ayala,145.5035446,true
Julie Martinez,Julie,Martinez,184.89918459999998,true
Richard Lee,Richard,Lee,202.73722080000002,true
Karen Smith MD,Karen,MD,104.7538389,true
Timothy Lopez,Timothy,Lopez,238.7179723,true
Justin Burke,Justin,Burke,244.7235202,true
Karen Erickson,Karen,Erickson,175.09517340000002,true
Sarah Ramsey,Sarah,Ramsey,39.16860302,
Robin Evans,Robin,Evans,25.40406048,
Michael Chang,Michael,Chang,52.77346918,
Melvin Butler,Melvin,Butler,178.0049503,true
Deborah Mcbride,Deborah,Mcbride,193.04992130000002,true
Austin Williams,Austin,Williams,123.24527509999999,true
Kenneth Dean,Kenneth,Dean,70.33757646,
Joan Crawford,Joan,Crawford,43.57827018,
Erin King,Erin,King,87.38375287,
Mr. James Hamilton,James,Hamilton,111.3321125,true
Deborah Hood,Deborah,Hood,140.8417148,true
Marcus Stout,Marcus,Stout,7.833256587,
Shannon Jacobs,Shannon,Jacobs,153.9495471,true
Todd Harris,Todd,Harris,169.20748,true
Sarah Wilson,Sarah,Wilson,27.9482433,
Edward Brown,Edward,Brown,255.07195389999998,true
Calvin Jones,Calvin,Jones,278.04738619999995,true
Mr. Nicholas Fry,Nicholas,Fry,94.59168045,
Alejandro Sharp,Alejandro,Sharp,84.92844506,
Debra Morgan,Debra,Morgan,265.4239044,true
John Kemp,John,Kemp,242.23983509999996,true
Benjamin Richardson,Benjamin,Richardson,173.6749744,true
Eric Cobb,Eric,Cobb,81.97869791,
Joseph Daniel,Joseph,Daniel,58.14862167,
William Pollard,William,Pollard,133.0978234,true
Aaron Pace,Aaron,Pace,131.30498500000002,true
Wendy Smith,Wendy,Smith,174.3502801,true
Cheyenne Hernandez,Cheyenne,Hernandez,292.3566991,true
Patricia Spencer,Patricia,Spencer,250.66837230000002,true
Charles Taylor PhD,Charles,PhD,20.42888334,
Stacey Clark,Stacey,Clark,59.14607751,
Megan Williams,Megan,Williams,79.75989504,
Robert Lee,Robert,Lee,125.1750091,true
Pamela Hughes,Pamela,Hughes,173.047263,true
James Davis,James,Davis,181.86429230000002,true
Tami Harper,Tami,Harper,232.1272481,true
Thomas Avila,Thomas,Avila,162.1457354,true
Darius Phillips,Darius,Phillips,2.778963306,
Donald Perez,Donald,Perez,260.3533057,true
Elizabeth Moran,Elizabeth,Moran,75.80152451,
Kristina Chapman,Kristina,Chapman,198.8826774,true
Jimmy Morris,Jimmy,Morris,133.7376895,true
Julie Hobbs,Julie,Hobbs,248.1671202,true
Hailey Miller,Hailey,Miller,212.63444159999997,true
Robert Elliott,Robert,Elliott,31.83653044,
Kathleen Franklin,Kathleen,Franklin,267.6104519,true
Cassandra Smith,Cassandra,Smith,113.72661570000001,true
Stacey Montoya,Stacey,Montoya,30.63225675,
Lauren Romero,Lauren,Romero,64.30241698,
Hector Rivera,Hector,Rivera,68.20899517,
Veronica Morris,Veronica,Morris,151.1248483,true
Derrick Sanders,Derrick,Sanders,155.1753422,true
Russell Gallagher,Russell,Gallagher,103.87502070000001,true
Cody Moore,Cody,Moore,216.2386122,true
Robin Ramsey,Robin,Ramsey,158.671907,true
Heather Shelton,Heather,Shelton,205.9470679,true
Lindsay Zuniga,Lindsay,Zuniga,83.86393913,
Mark Wells,Mark,Wells,14.97764765,
Adam Jones,Adam,Jones,5.368559531,
Gerald Gonzales,Gerald,Gonzales,40.93851843,
Christopher Perez,Christopher,Perez,273.7105102,true
Justin Thornton,Justin,Thornton,4.125420062,
Miss Lauren Solis,Lauren,Solis,241.1722903,true
Michelle Kidd,Michelle,Kidd,2.7406523839999997,
Michael Shannon,Michael,Shannon,16.99576752,
Matthew Murphy,Matthew,Murphy,73.02635244,
Sheila Garcia,Sheila,Garcia,296.1911546,true
Rebecca Rogers,Rebecca,Rogers,44.74390554,
Dana Tran,Dana,Tran,222.6750233,true
Elizabeth Lee,Elizabeth,Lee,208.13873040000001,true
Jessica Arroyo,Jessica,Arroyo,44.74215676,
Isaac Wright,Isaac,Wright,196.5053864,true
Jennifer Evans,Jennifer,Evans,130.8714857,true
Martha Mahoney,Martha,Mahoney,261.987191,true
Daniel Shelton,Daniel,Shelton,223.4015941,true
Jacqueline Sandoval,Jacqueline,Sandoval,108.1188963,true
Yvette Gonzales,Yvette,Gonzales,240.17311119999997,true
Sherry Randolph,Sherry,Randolph,267.3584463,true
Nicholas Vincent,Nicholas,Vincent,267.9632147,true
Nicole Banks,Nicole,Banks,84.13883685,
Caleb Zuniga,Caleb,Zuniga,65.37221199,
Kathryn Mckinney,Kathryn,Mckinney,42.28386426,
Kaylee Griffin,Kaylee,Griffin,91.72236314,
Raymond Yu,Raymond,Yu,162.85736740000002,true
Stephen Hill,Stephen,Hill,156.01602,true
Ryan Young,Ryan,Young,145.249561,true
Kevin Turner,Kevin,Turner,274.2053068,true
Scott Bonilla,Scott,Bonilla,232.6587409,true
Scott Smith,Scott,Smith,21.08465589,
Jill George,Jill,George,217.45235780000002,true
Anthony Odonnell,Anthony,Odonnell,25.68569152,
Kenneth Walton,Kenneth,Walton,94.96351689,
Tammy Dixon,Tammy,Dixon,71.23764254,
Mary Herring,Mary,Herring,85.52552465,
David Harris,David,Harris,99.86362817,
Holly Jenkins,Holly,Jenkins,232.84984680000002,true
Kristen Hall,Kristen,Hall,271.03830760000005,true
Vanessa Hernandez,Vanessa,Hernandez,240.83562769999997,true
Lindsey Baker,Lindsey,Baker,215.38452080000002,true
Jessica Cooper,Jessica,Cooper,271.59106569999994,true
Daniel Garcia,Daniel,Garcia,54.38186781,
Brandon Proctor,Brandon,Proctor,244.58593829999998,true
Ray Moore,Ray,Moore,81.09489321,
Thomas Hughes,Thomas,Hughes,274.8197698,true
Cheyenne Moreno,Cheyenne,Moreno,268.5879662,true
Erika Hill,Erika,Hill,268.78817349999997,true
William Wright,William,Wright,135.6374011,true
Joshua Hurley,Joshua,Hurley,163.878958,true
Allen Luna,Allen,Luna,202.4902939,true
David Forbes,David,Forbes,161.0388381,true
Jeffrey Ross,Jeffrey,Ross,124.9712498,true
Yolanda Morris,Yolanda,Morris,6.484809775,
Amy Webster,Amy,Webster,246.69710800000001,true
Joseph Lopez,Joseph,Lopez,208.5530996,true
Robert Miller,Robert,Miller,259.3830385,true
Courtney Lopez,Courtney,Lopez,187.9539026,true
Karen Harris,Karen,Harris,213.9916161,true
George Spencer,George,Spencer,187.6252749,true
Kenneth Williamson,Kenneth,Williamson,100.0426015,true
Eric Roberts,Eric,Roberts,159.6726517,true
Daniel Mckinney,Daniel,Mckinney,91.13610820000001,
William Armstrong,William,Armstrong,26.90727877,
Stephanie Rangel,Stephanie,Rangel,63.71404468,
Cody Nichols,Cody,Nichols,34.73125118,
Charles White,Charles,White,171.07442619999998,true
Jennifer Ortiz,Jennifer,Ortiz,77.70351341,
Ryan Hampton,Ryan,Hampton,250.6563062,true
Jacqueline Soto,Jacqueline,Soto,297.637541,true
Ashley Jones,Ashley,Jones,293.8852818,true
Thomas Torres,Thomas,Torres,66.99879269,
Bruce Browning,Bruce,Browning,55.07922627,
Charles Holt,Charles,Holt,186.3582011,true
Matthew Rodgers,Matthew,Rodgers,203.81212549999998,true
Jeremiah Robertson,Jeremiah,Robertson,143.985273,true
Jeffery Barry,Jeffery,Barry,49.91960637,
Katherine Berry,Katherine,Berry,214.01122859999998,true
Zachary Holmes,Zachary,Holmes,146.2111465,true
Luis Peters,Luis,Peters,48.43852702,
